2025-08-15 22:12:43,154 INFO    MainThread:24064 [wandb_setup.py:_flush():80] Current SDK version is 0.21.0
2025-08-15 22:12:43,156 INFO    MainThread:24064 [wandb_setup.py:_flush():80] Configure stats pid to 24064
2025-08-15 22:12:43,156 INFO    MainThread:24064 [wandb_setup.py:_flush():80] Loading settings from C:\Users\jenny\.config\wandb\settings
2025-08-15 22:12:43,156 INFO    MainThread:24064 [wandb_setup.py:_flush():80] Loading settings from C:\Users\jenny\OneDrive\Desktop\PythonProject_HAR\wandb\settings
2025-08-15 22:12:43,156 INFO    MainThread:24064 [wandb_setup.py:_flush():80] Loading settings from environment variables
2025-08-15 22:12:43,156 INFO    MainThread:24064 [wandb_init.py:setup_run_log_directory():703] Logging user logs to C:\Users\jenny\OneDrive\Desktop\PythonProject_HAR\wandb\run-20250815_221243-v2bimzjf\logs\debug.log
2025-08-15 22:12:43,158 INFO    MainThread:24064 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to C:\Users\jenny\OneDrive\Desktop\PythonProject_HAR\wandb\run-20250815_221243-v2bimzjf\logs\debug-internal.log
2025-08-15 22:12:43,158 INFO    MainThread:24064 [wandb_init.py:init():830] calling init triggers
2025-08-15 22:12:43,158 INFO    MainThread:24064 [wandb_init.py:init():835] wandb.init called with sweep_config: {}
config: {'dir': 'datasets/sub', 'dataset': 'ucihar', 'seed': 100, 'model_dir': 'model', 'type': 'spantime', 'channel_mask': 0, 'time_mask': 40, 'alpha': 0.0, 'pretrain_epoch': 150, 'batch_size': 64, 'ft_epoch': 100, 'lr': 0.0001, 'freeze_encoder': False, 'wandb_project': 'har-masking-finetune', 'wandb_entity': None, 'wandb_name': 'ft_ucihar_spantime_tm40_cm0_a0.0_s100', 'no_wandb': False, '_wandb': {}}
2025-08-15 22:12:43,158 INFO    MainThread:24064 [wandb_init.py:init():871] starting backend
2025-08-15 22:12:43,382 INFO    MainThread:24064 [wandb_init.py:init():874] sending inform_init request
2025-08-15 22:12:43,395 INFO    MainThread:24064 [wandb_init.py:init():882] backend started and connected
2025-08-15 22:12:43,396 INFO    MainThread:24064 [wandb_init.py:init():953] updated telemetry
2025-08-15 22:12:43,397 INFO    MainThread:24064 [wandb_init.py:init():977] communicating run to backend with 90.0 second timeout
2025-08-15 22:12:43,797 INFO    MainThread:24064 [wandb_init.py:init():1029] starting run threads in backend
2025-08-15 22:12:43,920 INFO    MainThread:24064 [wandb_run.py:_console_start():2458] atexit reg
2025-08-15 22:12:43,920 INFO    MainThread:24064 [wandb_run.py:_redirect():2306] redirect: wrap_raw
2025-08-15 22:12:43,920 INFO    MainThread:24064 [wandb_run.py:_redirect():2375] Wrapping output streams.
2025-08-15 22:12:43,920 INFO    MainThread:24064 [wandb_run.py:_redirect():2398] Redirects installed.
2025-08-15 22:12:43,923 INFO    MainThread:24064 [wandb_init.py:init():1075] run started, returning control to user process
2025-08-15 22:12:44,116 INFO    MainThread:24064 [wandb_run.py:_finish():2224] finishing run jennyliu080306-branksome-hall/har-masking-finetune/v2bimzjf
2025-08-15 22:12:44,116 INFO    MainThread:24064 [wandb_run.py:_atexit_cleanup():2423] got exitcode: 0
2025-08-15 22:12:44,116 INFO    MainThread:24064 [wandb_run.py:_restore():2405] restore
2025-08-15 22:12:44,117 INFO    MainThread:24064 [wandb_run.py:_restore():2411] restore done
2025-08-15 22:12:44,743 INFO    MainThread:24064 [wandb_run.py:_footer_history_summary_info():3903] rendering history
2025-08-15 22:12:44,743 INFO    MainThread:24064 [wandb_run.py:_footer_history_summary_info():3935] rendering summary
2025-08-15 22:12:44,743 INFO    MainThread:24064 [wandb_run.py:_footer_sync_info():3864] logging synced files
